id_producto,nombre_producto,descripcion,tipo,talla,genero,color,precio_unitario,stock_disponible
791,Camisa M,Corrupti exercitationem praesentium perspiciatis.,Camisa,L,Hombre,Rojo oscuro,48.69,30
792,Overol S,Magnam eaque praesentium provident.,Camisa,S,Mujer,Magenta oscuro,48.28,29
793,Chaqueta L,Velit iste possimus. Nemo dolor numquam minus.,Pantalón,M,Hombre,Verde azulado,75.22,141
794,Camisa XL,Possimus nihil quasi voluptatibus.,Camisa,L,Hombre,Azul acero claro,80.53,206
795,Overol S,Amet facilis ut assumenda.,Chaqueta,S,Unisex,Gris pizarra oscuro,63.79,360
796,Camisa XL,Temporibus voluptatem quos molestias doloremque.,Chaqueta,S,Unisex,Blanco,81.18,322
797,Overol S,Eos rem et eveniet.,Pantalón,M,Unisex,Plata,70.4,253
798,Overol L,Id quidem laudantium blanditiis molestiae hic.,Pantalón,M,Unisex,Rojo carmesí,30.82,13
799,Pantalón L,Alias dolore repellendus molestiae.,Overol,XL,Hombre,Beige antiguo,71.26,357
800,Camisa XL,Fuga mollitia qui iusto.,Pantalón,XL,Mujer,Blanco humo,42.77,490
801,Overol S,Deleniti soluta iure dicta.,Pantalón,XL,Mujer,Turquesa pálido,60.35,483
802,Pantalón M,Dolorum quibusdam deleniti explicabo aut.,Camisa,M,Mujer,Blanco,95.6,391
803,Chaqueta S,Ipsum autem ab ea animi explicabo vero.,Pantalón,S,Mujer,Beige antiguo,53.81,347
804,Overol M,Dolorum aut numquam maiores deserunt.,Chaqueta,M,Mujer,Violeta sonrojado pálido,78.65,408
805,Camisa XL,Voluptatem eaque suscipit at corporis doloremque.,Chaqueta,XL,Hombre,Azul,91.75,15
806,Chaqueta M,Voluptatibus nam dolores qui dolor velit sed.,Camisa,XL,Hombre,Oro,58.87,279
807,Pantalón S,Delectus ducimus soluta laudantium.,Pantalón,XL,Mujer,Ciruela,76.47,438
808,Pantalón S,Odit excepturi dolores rerum.,Overol,M,Mujer,Chartreuse,45.78,163
809,Pantalón M,Nisi dicta possimus impedit.,Camisa,XL,Hombre,Salmón claro,65.37,217
810,Pantalón S,Corporis vero velit dicta dicta laudantium.,Camisa,L,Unisex,Beige,69.34,470
811,Chaqueta M,Dolorem placeat ut laborum eum harum.,Chaqueta,L,Unisex,Amarillo dorado claro,85.24,135
812,Camisa XL,Magnam dolor architecto modi.,Overol,XL,Unisex,Amarillo maíz dulce,63.28,486
813,Chaqueta M,Soluta quod ipsum ipsum iusto.,Chaqueta,XL,Mujer,Rojo carmesí,61.26,435
814,Pantalón L,Reiciendis labore natus nihil.,Camisa,S,Mujer,Rojo indio,98.08,170
815,Chaqueta M,Iste eos eos dolores sed dolorum.,Chaqueta,XL,Mujer,Azul lona,49.39,151
816,Camisa L,Fugit exercitationem perferendis debitis et sunt.,Chaqueta,XL,Hombre,Verde oscuro,99.04,118
817,Pantalón M,Fugit porro sunt nisi officia.,Chaqueta,L,Unisex,Blanco encaje,82.75,94
818,Chaqueta M,Natus quasi tempora tempora est eum vel.,Overol,M,Unisex,Magenta,36.09,447
819,Pantalón XL,Vero veniam accusantium dignissimos unde omnis.,Pantalón,XL,Unisex,Beige mocasín,56.04,69
820,Pantalón L,Omnis praesentium qui fugit vitae nemo.,Camisa,M,Unisex,Rojo oscuro,51.57,137
821,Pantalón M,Vel facere corporis cupiditate distinctio.,Chaqueta,L,Unisex,Blanco lino,54.48,426
822,Chaqueta M,Voluptates amet veniam consequatur.,Overol,XL,Hombre,Beige limón,54.73,359
823,Pantalón M,Aliquam nemo ab ullam reprehenderit atque.,Overol,M,Hombre,Amarillo trigo,37.24,110
824,Camisa L,Officia numquam quibusdam.,Pantalón,M,Unisex,Azul marino,39.28,291
825,Chaqueta L,Aliquid quis similique numquam esse id.,Camisa,XL,Unisex,Granate,90.46,146
826,Pantalón S,Delectus inventore esse ut odio reiciendis.,Chaqueta,XL,Mujer,Oro,76.44,191
827,Overol XL,Ullam eveniet fuga ea molestiae sit porro.,Overol,L,Hombre,Amarillo dorado,36.1,189
828,Pantalón XL,Quis iusto minus natus iusto aut veritatis.,Overol,L,Mujer,Gris,90.52,49
829,Camisa XL,Non commodi veritatis eveniet.,Chaqueta,L,Unisex,Verde limón,98.96,349
830,Camisa M,Hic natus assumenda soluta sit.,Camisa,XL,Mujer,Gris oscuro,87.26,483
831,Chaqueta M,Placeat rem dolor recusandae. Fugiat fugit sunt.,Chaqueta,S,Hombre,Agua marina medio,72.17,96
832,Overol M,Nobis quaerat cumque laborum laboriosam alias.,Pantalón,S,Hombre,Rojo carmesí,80.46,392
833,Pantalón S,Ab doloremque distinctio illum.,Camisa,S,Unisex,Marrón perú,53.19,29
834,Overol XL,Sed iusto minus sit id nemo deserunt molestiae.,Chaqueta,XL,Hombre,Verde azulado,98.57,300
835,Overol S,Amet iste sunt in nihil.,Camisa,L,Hombre,Verde primavera,54.13,12
836,Camisa M,Voluptate soluta facilis.,Chaqueta,L,Unisex,Gris oscuro,43.72,477
837,Camisa L,Laboriosam aliquid illum error quidem nam.,Chaqueta,S,Unisex,Beige mocasín,76.34,183
838,Chaqueta S,Rerum odio fuga rerum.,Chaqueta,S,Unisex,Amarillo,87.58,156
839,Overol L,Non sunt eum vel nesciunt.,Chaqueta,L,Mujer,Verde mar,77.86,246
840,Camisa L,Laboriosam quia excepturi ipsam fugiat.,Camisa,S,Hombre,Verde pálido,41.77,40
841,Overol XL,Atque id exercitationem nulla ut.,Pantalón,XL,Unisex,Verde pálido,51.08,398
842,Chaqueta XL,Beatae in quaerat dolore amet.,Chaqueta,S,Unisex,Oro,72.73,168
843,Chaqueta L,Delectus ipsam iure veritatis velit.,Overol,S,Hombre,Lavanda,66.65,186
844,Overol S,Odit atque officia itaque voluptatum sint.,Chaqueta,M,Hombre,Coral,32.98,55
845,Pantalón S,Possimus deserunt numquam officia illum quia.,Pantalón,S,Hombre,Chartreuse,67.49,267
846,Chaqueta L,Autem expedita quaerat id.,Pantalón,XL,Mujer,Blanco humo,30.57,294
847,Pantalón M,Occaecati assumenda voluptatum iure iure quidem.,Chaqueta,XL,Hombre,Agua-marina,43.9,256
848,Overol XL,Accusantium rem quis fugiat quam.,Camisa,S,Mujer,Marfil,52.47,272
849,Overol L,Quas nobis quasi animi debitis.,Chaqueta,L,Mujer,Púrpura medio,78.71,19
850,Chaqueta XL,Ipsam blanditiis modi.,Pantalón,S,Unisex,Azul polvo,38.63,205
851,Pantalón L,Ex soluta ab non accusamus cumque.,Camisa,L,Unisex,Verde oliva oscuro,89.24,334
852,Chaqueta M,Explicabo velit laborum similique.,Pantalón,M,Mujer,Marrón,87.01,282
853,Pantalón L,Itaque ullam quasi.,Chaqueta,M,Unisex,Oro,34.53,287
854,Pantalón S,Repudiandae velit consequatur magnam.,Pantalón,XL,Hombre,Marrón perú,53.81,64
855,Pantalón M,Amet tempore fuga illum cum quibusdam fuga.,Overol,L,Mujer,Verde,40.18,54
856,Pantalón L,Officia ratione quasi quas. Adipisci quae autem.,Camisa,XL,Mujer,Salmón,66.12,467
857,Camisa S,Labore quae quo modi sequi animi enim.,Overol,M,Hombre,Blanco floral,46.82,82
858,Pantalón S,Veniam totam consequatur.,Camisa,L,Hombre,Negro,90.33,218
859,Chaqueta M,Laborum earum voluptatibus similique.,Overol,L,Unisex,Naranja,98.7,481
860,Chaqueta S,Magnam ipsam vero qui.,Chaqueta,S,Unisex,Chartreuse,58.91,358
861,Pantalón L,Non animi fuga molestias veritatis facilis.,Camisa,M,Unisex,Rojo oscuro,95.45,345
862,Chaqueta M,Voluptatum ad illo numquam.,Overol,S,Mujer,Blanco floral,36.05,215
863,Chaqueta L,Suscipit iste numquam nostrum ipsum.,Camisa,XL,Mujer,Azul marino,70.08,371
864,Pantalón L,Est nesciunt velit neque cum alias aliquid.,Pantalón,M,Hombre,Blanco encaje,30.94,273
865,Chaqueta XL,Et quos ex voluptatibus impedit perspiciatis.,Camisa,M,Unisex,Blanco menta,31.73,11
866,Camisa XL,Veritatis quod odio aliquid vitae molestiae.,Chaqueta,L,Unisex,Chocolate,39.75,284
867,Chaqueta S,Quos mollitia nobis ducimus ut repellendus.,Pantalón,L,Mujer,Oro,63.67,238
868,Overol M,Rerum vitae recusandae officiis magni incidunt.,Overol,L,Hombre,Azul pizarra,42.11,273
869,Camisa S,Similique maxime quod sint saepe adipisci.,Pantalón,XL,Unisex,Verde prado,76.4,32
870,Chaqueta L,Laudantium unde consequuntur pariatur.,Pantalón,XL,Unisex,Azul pizarra oscuro,70.46,384
871,Overol L,Possimus earum velit vel error reprehenderit.,Overol,L,Unisex,Chocolate,87.81,349
872,Overol L,Mollitia odio doloribus porro provident.,Overol,XL,Mujer,Orquídea púrpura oscuro,58.93,10
873,Chaqueta XL,Tempora tempora esse similique.,Camisa,XL,Mujer,Azul polvo,91.6,145
874,Chaqueta XL,Pariatur odio ullam totam consequuntur.,Overol,S,Mujer,Azul Alicia,57.28,460
875,Camisa L,Temporibus itaque esse molestias reprehenderit.,Overol,XL,Mujer,Orquídea medio,68.17,17
876,Pantalón M,Quo ad officiis quaerat explicabo natus.,Pantalón,S,Mujer,Melón dulce,93.38,361
877,Overol M,Ipsam velit iste ut neque nam.,Overol,L,Hombre,Azul marino,94.94,17
878,Camisa XL,Fuga praesentium eaque dolore.,Chaqueta,M,Mujer,Chartreuse,69.14,311
879,Overol M,Quibusdam vitae alias harum nemo tempora.,Pantalón,M,Mujer,Verde oscuro,41.08,282
880,Camisa S,Soluta fugit pariatur.,Camisa,L,Hombre,Azul acero claro,48.27,110
881,Overol L,Repellat alias reprehenderit praesentium.,Pantalón,XL,Mujer,Amarillo dorado oscuro,39.16,184
882,Camisa S,Quam molestias nostrum maiores earum.,Camisa,S,Hombre,Marrón rosado,63.7,82
883,Overol S,Necessitatibus laudantium nam sequi ex veritatis.,Chaqueta,S,Hombre,Rojo,57.31,44
884,Chaqueta S,Fugit culpa minima sint assumenda quae.,Pantalón,S,Mujer,Verde pálido,66.96,122
885,Camisa XL,Qui odio dolorem quia.,Overol,L,Hombre,Azul lona,60.12,396
886,Chaqueta L,Illo porro sunt vero eveniet.,Pantalón,XL,Hombre,Azul pizarra medio,60.14,255
887,Camisa M,Quam cum voluptas dolorem aut ipsa.,Chaqueta,L,Unisex,Orquídea medio,83.82,343
888,Overol XL,Quidem quae molestiae accusantium vel.,Overol,M,Mujer,Melón dulce,55.6,43
889,Overol S,Sint ducimus provident laborum labore.,Pantalón,XL,Mujer,Amarillo dorado claro,44.24,348
890,Overol XL,Dignissimos cupiditate amet neque quam.,Chaqueta,L,Mujer,Blanco floral,72.75,437
891,Pantalón L,Neque voluptates error numquam inventore dicta.,Pantalón,L,Hombre,Verde claro,98.69,425
892,Overol L,Sunt voluptate omnis sequi.,Overol,XL,Mujer,Amarillo dorado claro,48.14,447
893,Overol S,Qui assumenda voluptas quod dolorem.,Chaqueta,M,Hombre,Cian clarto,47.63,290
894,Camisa M,Aperiam quos cumque cum eaque.,Pantalón,L,Unisex,Verde primavera,55.65,37
895,Pantalón XL,Nostrum libero perspiciatis beatae.,Chaqueta,L,Mujer,Verde,42.26,398
896,Pantalón M,Esse ipsum cupiditate praesentium possimus nulla.,Camisa,S,Hombre,Magenta oscuro,31.51,276
897,Chaqueta XL,Officia ab quae.,Camisa,L,Hombre,Marrón perú,44.08,498
898,Overol S,Laboriosam dolores deleniti assumenda dolor.,Overol,L,Hombre,Turquesa medio,35.89,341
899,Camisa M,Voluptatum ipsa labore.,Camisa,L,Mujer,Orquídea púrpura oscuro,75.49,49
900,Chaqueta L,Voluptas sint minus fugit rerum ad.,Pantalón,XL,Hombre,Verde mar claro,76.69,282
901,Chaqueta M,Cum inventore fugiat eum.,Camisa,S,Mujer,Azul real,79.48,119
902,Chaqueta XL,Asperiores labore veritatis dolor rem voluptate.,Camisa,S,Unisex,Azul pizarra,35.54,391
903,Overol L,Sapiente tenetur adipisci cupiditate.,Pantalón,M,Unisex,Rosa brumoso,43.36,420
904,Chaqueta S,Quos tempore ad alias nam debitis perferendis.,Pantalón,S,Unisex,Marrón cuero,36.76,129
905,Chaqueta M,Sunt ab expedita aut repellat neque sunt.,Pantalón,M,Unisex,Blanco fantasma,36.11,317
906,Pantalón XL,Fugiat esse odit odio.,Pantalón,M,Hombre,Orquídea medio,37.78,291
907,Pantalón L,Exercitationem voluptatum quaerat corporis.,Pantalón,XL,Mujer,Azul pizarra oscuro,92.14,477
908,Pantalón S,Ipsa corrupti delectus excepturi earum.,Camisa,M,Hombre,Verde mar medio,81.84,436
909,Overol S,Itaque quam vitae.,Pantalón,L,Hombre,Coral claro,96.0,211
910,Chaqueta M,Iure quibusdam in corrupti.,Chaqueta,S,Unisex,Rojo anaranjado,62.46,496
911,Chaqueta XL,Possimus iste ad sit laborum quos.,Pantalón,L,Hombre,Violeta sonrojado pálido,59.73,426
912,Chaqueta L,Labore neque ducimus iusto laboriosam dolor.,Camisa,M,Mujer,Verde prado,65.58,99
913,Overol L,Doloremque fugit recusandae porro ex vero.,Chaqueta,S,Unisex,Rojo oscuro,73.21,437
914,Overol M,Soluta repellendus alias quisquam voluptatem.,Pantalón,XL,Unisex,Gris oscuro,85.84,19
915,Pantalón XL,Placeat iusto labore pariatur commodi.,Chaqueta,L,Unisex,Rojo ladrillo,52.08,320
916,Camisa L,Adipisci at minus repudiandae animi est harum.,Pantalón,S,Hombre,Azul pizarra oscuro,82.91,402
917,Overol XL,Distinctio eius minus molestiae.,Camisa,L,Hombre,Turquesa oscuro,62.31,173
918,Camisa S,Fugiat voluptatum est.,Pantalón,M,Hombre,Amarillo claro,78.17,325
919,Camisa L,Odio deleniti sed eum maiores quia quos.,Pantalón,XL,Unisex,Rosa,75.0,102
920,Camisa S,Ratione impedit eaque aliquid accusantium quam.,Pantalón,L,Unisex,Caqui oscuro,84.45,55
921,Chaqueta L,Animi odit corporis vel.,Camisa,S,Mujer,Verde prado,42.32,492
922,Camisa M,Inventore saepe nulla incidunt similique.,Overol,S,Hombre,Marrón madera rústica,77.64,442
923,Chaqueta L,Quisquam vero molestiae quas quia.,Pantalón,XL,Unisex,Amarillo verde,38.48,199
924,Pantalón M,Nemo esse asperiores.,Pantalón,L,Unisex,Blanco nieve,31.52,181
925,Pantalón XL,Commodi odit unde non quia recusandae eum.,Pantalón,XL,Hombre,Violeta cardo,97.71,461
926,Overol L,Quo temporibus quos tenetur.,Camisa,S,Mujer,Naranja,56.63,350
927,Overol S,Fugit itaque corrupti nam maxime magni.,Pantalón,S,Unisex,Gris gainsboro (Estaño),64.38,428
928,Camisa XL,Eligendi quod illum quisquam.,Pantalón,XL,Mujer,Beige limón,84.55,38
929,Overol XL,Temporibus nam reiciendis ducimus voluptates.,Pantalón,M,Mujer,Rojo carmesí,46.74,99
930,Camisa S,Officia eum harum assumenda sunt error.,Pantalón,M,Unisex,Marrón,57.39,440
931,Pantalón XL,Facere deserunt perferendis quod.,Overol,M,Hombre,Beige papaya,46.57,415
932,Chaqueta M,Tenetur quos alias itaque laudantium aperiam.,Chaqueta,XL,Hombre,Marrón rosado,33.98,78
933,Pantalón XL,Minima aut a mollitia exercitationem.,Chaqueta,M,Unisex,Azul pizarra oscuro,69.87,142
934,Chaqueta L,Esse ratione error totam vel numquam illum.,Camisa,L,Mujer,Amarillo claro,97.93,329
935,Chaqueta L,Saepe aut necessitatibus porro odio.,Pantalón,XL,Unisex,Gris pizarra,98.43,489
936,Camisa S,Quae temporibus pariatur eos quaerat maiores.,Chaqueta,L,Mujer,Verde azulado,53.96,235
937,Overol XL,Odit praesentium totam facilis.,Camisa,L,Hombre,Lima,62.21,189
938,Camisa L,Asperiores autem impedit quae accusantium ab.,Chaqueta,L,Hombre,Verde azulado,39.53,144
939,Overol M,Illum unde id doloremque aperiam ipsam minus.,Pantalón,M,Mujer,Amarillo dorado pálido,47.35,90
940,Camisa L,Provident illo est velit voluptas.,Chaqueta,M,Mujer,Blanco nieve,85.0,44
941,Overol XL,Dolor fugit qui distinctio quam.,Camisa,M,Hombre,Beige antiguo,53.28,330
942,Chaqueta L,Et ex tenetur nemo aperiam. At veniam cum eos.,Camisa,L,Mujer,Verde prado,71.24,41
943,Pantalón L,Laudantium laboriosam laborum illum totam.,Pantalón,XL,Unisex,Marrón madera rústica,37.5,121
944,Overol M,Ipsum veniam mollitia.,Pantalón,L,Hombre,Caqui oscuro,81.66,133
945,Chaqueta S,Itaque est laborum. Voluptate ad expedita.,Overol,M,Mujer,Azul marino,51.58,394
946,Pantalón XL,Veniam in rerum incidunt.,Overol,M,Mujer,Amarillo dorado claro,55.27,72
947,Chaqueta M,Quas ut itaque laudantium.,Pantalón,S,Hombre,Salmón,62.16,28
948,Overol XL,Incidunt error alias quos.,Camisa,L,Unisex,Cian clarto,39.92,93
949,Pantalón M,Aperiam maiores ea inventore.,Pantalón,S,Hombre,Blanco navajo,46.7,419
950,Chaqueta L,Nulla porro aliquid dolore est rerum aliquid.,Overol,M,Hombre,Amarillo dorado claro,78.09,375
951,Overol XL,Voluptatibus beatae molestias tenetur.,Camisa,M,Hombre,Agua-marina,37.2,109
952,Overol S,Quod perferendis illum animi odit.,Chaqueta,S,Hombre,Blanco lavanda,48.49,106
953,Overol S,Consequuntur ipsum doloribus rerum tenetur.,Pantalón,XL,Unisex,Oliva,32.5,467
954,Chaqueta M,Exercitationem quasi minus veritatis dolor iure.,Chaqueta,L,Mujer,Verde mar oscuro,74.03,444
955,Chaqueta XL,Maiores vero incidunt recusandae.,Camisa,XL,Unisex,Salmón claro,90.92,185
956,Camisa S,Necessitatibus at reprehenderit aut autem.,Camisa,M,Mujer,Rosa,39.2,410
957,Camisa S,Dolorum eos pariatur nemo doloribus.,Camisa,XL,Hombre,Oro,59.37,224
958,Pantalón XL,Ex soluta inventore corporis in dolores.,Pantalón,M,Unisex,Chartreuse,70.95,271
959,Chaqueta XL,Repellendus quod eum magnam repudiandae aut.,Overol,L,Unisex,Chartreuse,38.64,255
960,Pantalón XL,Dolor illo est.,Chaqueta,M,Unisex,Beige,32.49,141
961,Chaqueta XL,Aliquam et doloribus ipsam.,Pantalón,S,Hombre,Naranja,91.48,50
962,Camisa S,Iure iusto ipsum placeat consequuntur.,Camisa,M,Unisex,Salmón,91.62,433
963,Chaqueta XL,Nostrum aliquid ut blanditiis animi veniam.,Overol,L,Mujer,Beige limón,34.6,329
964,Overol S,Quae consectetur reiciendis commodi.,Chaqueta,S,Mujer,Violeta cardo,88.09,411
965,Camisa XL,Laborum qui laudantium praesentium.,Overol,XL,Hombre,Púrpura,50.75,117
966,Pantalón L,Aperiam provident ea non saepe fugit in.,Overol,XL,Mujer,Amarillo verde,31.46,348
967,Overol XL,Officia quis eveniet itaque saepe doloremque.,Pantalón,S,Mujer,Gris pizarra oscuro,99.92,191
968,Overol M,Natus explicabo ea. Laborum eligendi ut id animi.,Pantalón,L,Hombre,Salmón oscuro,45.37,408
969,Overol M,Laboriosam libero blanditiis itaque.,Pantalón,XL,Hombre,Beige antiguo,46.34,311
970,Overol M,Ad quisquam similique consectetur odio doloribus.,Chaqueta,S,Hombre,Violeta,59.65,264
971,Overol M,Odit ut commodi maiores consequuntur.,Pantalón,S,Unisex,Blanco lino,47.99,113
972,Overol M,Possimus asperiores in expedita.,Pantalón,M,Hombre,Amarillo trigo,63.41,428
973,Pantalón S,Optio rerum delectus neque facere.,Camisa,S,Hombre,Lavanda,70.13,423
974,Overol M,A placeat possimus illo.,Pantalón,L,Hombre,Gris gainsboro (Estaño),61.83,344
975,Chaqueta L,Laborum asperiores fuga est voluptatum inventore.,Chaqueta,L,Mujer,Azul marino,50.68,279
976,Overol S,Aspernatur nesciunt ipsa deleniti ipsum culpa.,Overol,M,Unisex,Azul polvo,61.8,374
977,Camisa L,Consectetur provident facilis beatae commodi.,Chaqueta,M,Mujer,Beige mocasín,75.34,141
978,Chaqueta M,Ipsa reiciendis facere illum similique alias.,Chaqueta,L,Hombre,Amarillo maíz dulce,40.68,432
979,Camisa XL,Omnis neque quae alias sed voluptates.,Chaqueta,M,Unisex,Oro,71.47,148
980,Overol XL,Ipsa est quae odio.,Overol,L,Hombre,Cian,89.44,127
981,Chaqueta XL,Quidem commodi reprehenderit quaerat aut.,Overol,L,Hombre,Azul medianoche,48.67,355
982,Pantalón XL,Excepturi eaque repudiandae totam laborum.,Pantalón,XL,Mujer,Plata,85.27,164
983,Camisa L,Repellat vel sapiente minima.,Camisa,S,Mujer,Verde primavera,47.06,390
984,Camisa XL,Quos nostrum placeat earum pariatur architecto.,Camisa,S,Mujer,Verde mar,71.45,241
985,Overol L,Deserunt sapiente quae sit molestiae fuga.,Chaqueta,L,Mujer,Verde mar medio,35.28,392
986,Overol L,Veniam quaerat vel fugit commodi.,Chaqueta,L,Hombre,Marfil,63.82,430
987,Overol S,Magni neque voluptatum consectetur quae quod.,Pantalón,S,Mujer,Rosa claro,45.89,119
988,Camisa S,Nostrum perferendis error fugit non.,Overol,L,Unisex,Orquídea,38.33,53
989,Chaqueta XL,Blanditiis aspernatur eveniet.,Chaqueta,S,Unisex,Cian clarto,89.44,108
990,Camisa L,Nulla ipsa perferendis harum exercitationem.,Chaqueta,M,Mujer,Coral claro,59.07,159
991,Chaqueta S,Non atque soluta hic aperiam beatae.,Chaqueta,XL,Hombre,Oliva,82.1,277
992,Pantalón M,Nobis iure totam sint laboriosam.,Overol,S,Mujer,Azul oscuro,78.23,68
993,Chaqueta M,Sequi esse unde.,Camisa,M,Mujer,Rosa claro,52.5,334
994,Camisa XL,Ullam non vitae debitis deserunt.,Chaqueta,XL,Hombre,Marrón siena,32.65,83
995,Camisa M,Beatae distinctio ad omnis.,Chaqueta,M,Mujer,Negro,76.04,34
996,Camisa S,Deleniti minima animi autem earum tempora.,Overol,L,Mujer,Turquesa,36.02,278
997,Camisa M,Veniam voluptas sequi ex nemo.,Camisa,M,Mujer,Marrón rojizo,88.46,258
998,Pantalón M,Ipsam commodi tempora.,Chaqueta,L,Mujer,Violeta cardo,76.88,51
999,Overol S,Optio eligendi nulla minus accusamus expedita in.,Overol,M,Unisex,Rosa profundo,36.56,352
1000,Overol S,Quod atque sed dolor perspiciatis ipsam aut.,Chaqueta,S,Hombre,Marrón rojizo,55.53,376
1001,Pantalón L,Nostrum numquam cupiditate corrupti.,Pantalón,L,Mujer,Azul pizarra,55.98,287
1002,Pantalón S,Ut atque ipsam suscipit rem repellendus.,Pantalón,S,Hombre,Caqui oscuro,76.37,431
1003,Overol S,Atque ea deleniti labore. Quod nisi quaerat.,Chaqueta,S,Unisex,Rojo indio,99.98,331
1004,Camisa L,Omnis est omnis recusandae impedit dolore.,Chaqueta,L,Unisex,Púrpura medio,46.94,311
1005,Camisa M,Assumenda animi eveniet perspiciatis natus.,Chaqueta,S,Mujer,Agua marina medio,94.48,307
1006,Pantalón S,Quasi ratione maiores veniam est.,Chaqueta,L,Hombre,Verde oscuro,40.34,391
1007,Overol L,Voluptatem eius aut eligendi quae illo itaque.,Pantalón,XL,Mujer,Azul Alicia,76.45,33
1008,Chaqueta M,Dicta unde voluptate vitae. At facilis at.,Pantalón,S,Hombre,Fucsia,56.13,191
1009,Chaqueta XL,Ipsum repellat enim modi facilis.,Chaqueta,L,Mujer,Púrpura,56.73,269
1010,Pantalón XL,Laboriosam officia modi modi.,Camisa,L,Unisex,Blanco encaje,93.06,72
1011,Chaqueta XL,Quisquam nam facere eveniet optio.,Overol,XL,Unisex,Turquesa oscuro,65.0,493
1012,Camisa L,Illum ipsa tempore nisi deleniti reprehenderit.,Chaqueta,S,Hombre,Verde primavera,52.21,277
1013,Camisa XL,Quisquam cupiditate quo alias.,Chaqueta,XL,Unisex,Blanco menta,87.92,451
1014,Pantalón M,Optio itaque similique porro alias autem et vel.,Chaqueta,S,Hombre,Azul medio,80.25,212
1015,Pantalón L,In ab saepe quas minus.,Pantalón,M,Mujer,Verde oscuro,51.0,358
1016,Pantalón L,Possimus similique esse odit ab nulla quod.,Camisa,M,Hombre,Azul claro,45.35,224
1017,Camisa L,Asperiores ad commodi vero enim.,Pantalón,L,Hombre,Azul anciano,55.88,372
1018,Camisa S,Facere atque magnam perspiciatis ipsa.,Chaqueta,XL,Mujer,Rojo ladrillo,74.7,420
1019,Pantalón M,Voluptates nulla nesciunt ipsum.,Overol,M,Hombre,Turquesa pálido,85.33,429
1020,Chaqueta M,Perferendis tenetur similique fugit illum vel.,Camisa,L,Unisex,Agua marina medio,98.43,87
1021,Overol S,Maxime nemo illo occaecati sunt.,Pantalón,XL,Hombre,Salmón oscuro,93.04,14
1022,Chaqueta M,Qui maiores dolorum unde assumenda officiis sed.,Overol,L,Unisex,Violeta sonrojado pálido,38.46,32
1023,Camisa S,Fuga libero at explicabo quis at.,Pantalón,L,Mujer,Bisque,49.67,450
1024,Overol M,Commodi alias eum.,Overol,XL,Hombre,Coral,89.15,466
1025,Chaqueta XL,Sit saepe quis. Nihil dolor nam qui alias dolor.,Overol,S,Mujer,Rojo anaranjado,36.05,113
1026,Overol S,Blanditiis ea odit quisquam facere.,Chaqueta,M,Hombre,Azul pizarra medio,39.11,285
1027,Overol XL,Corrupti libero voluptatum. Est natus nam.,Overol,XL,Hombre,Gris claro,34.1,373
1028,Pantalón XL,Quasi cupiditate placeat odio.,Overol,S,Unisex,Naranja,36.99,323
1029,Pantalón XL,Cum doloribus eaque mollitia iste.,Pantalón,S,Mujer,Blanco lavanda,72.96,57
1030,Camisa L,Ratione optio asperiores porro veniam.,Pantalón,L,Mujer,Verde oliva oscuro,64.34,404
1031,Pantalón L,Pariatur alias veritatis sapiente cum ex odio.,Pantalón,S,Hombre,Verde pálido,91.08,425
1032,Pantalón M,Doloremque assumenda soluta laborum.,Pantalón,XL,Unisex,Magenta,55.21,277
1033,Pantalón XL,Dolore aliquid corporis laborum amet.,Overol,XL,Mujer,Bisque,56.35,473
1034,Pantalón M,Id exercitationem maiores nam.,Camisa,S,Mujer,Blanco navajo,76.01,43
1035,Chaqueta M,Adipisci amet ipsa quod rerum ducimus cum.,Camisa,L,Hombre,Rojo ladrillo,66.91,116
1036,Overol M,Repellendus sunt autem soluta quis voluptatem.,Chaqueta,S,Unisex,Azul cielo,83.76,59
1037,Pantalón XL,Tempore libero ex aperiam.,Pantalón,XL,Unisex,Caqui,71.17,226
1038,Chaqueta S,Sit saepe voluptate veritatis recusandae.,Camisa,S,Hombre,Orquídea,62.25,351
1039,Overol S,Sint harum consectetur.,Pantalón,M,Mujer,Turquesa pálido,40.98,11
1040,Overol L,Sed rerum aliquid cumque reiciendis.,Chaqueta,S,Unisex,Blanco menta,37.44,450
1041,Pantalón S,Nam amet sit eum soluta pariatur.,Chaqueta,XL,Hombre,Coral,87.18,255
1042,Chaqueta S,Blanditiis nobis temporibus libero.,Overol,M,Unisex,Marrón madera rústica,50.78,298
1043,Pantalón M,Excepturi asperiores eius illum voluptates.,Overol,M,Hombre,Azul real,40.57,267
1044,Camisa XL,Laborum laboriosam iure consequatur.,Pantalón,S,Hombre,Beige,91.54,223
1045,Camisa XL,Error ipsa eaque.,Pantalón,XL,Hombre,Orquídea medio,70.52,279
1046,Overol L,Quas sit labore similique nulla delectus.,Camisa,M,Unisex,Azul oscuro,61.05,282
1047,Pantalón M,Beatae iusto eligendi iusto dignissimos ipsam.,Pantalón,XL,Unisex,Negro,69.03,109
1048,Chaqueta M,Optio voluptate voluptatem nulla doloribus est.,Pantalón,XL,Unisex,Cian,51.13,157
1049,Chaqueta XL,Expedita consectetur ea optio error.,Camisa,S,Mujer,Gris pizarra claro,42.77,112
1050,Chaqueta M,Repudiandae mollitia hic dolorum.,Chaqueta,XL,Mujer,Coral claro,42.11,87
